Invoice,StockCode
2897,X1146,m105
2898,X1040,m113
2899,X1171,m111
2900,X1150,m106
2901,X1159,m116
2902,X1066,m114
2903,X1167,m115
2904,X1092,m107
2905,X1102,m111
2906,X1142,m112
2907,X1182,m103
2908,X1078,m106
2909,X1199,m106
2910,X1167,m110
2911,X1124,m117
2912,X1021,m103
2913,X1193,m114
2914,X1003,m104
2915,X1131,m112
2916,X1010,m105
2917,X1016,m119
2918,X1169,m113
2919,X1148,m120
2920,X1066,m105
2921,X1027,m118
2922,X1046,m118
2923,X1118,m106
2924,X1099,m103
2925,X1166,m105
2926,X1141,m107
2927,X1094,m117
2928,X1077,m101
2929,X1055,m109
2930,X1072,m110
2931,X1148,m118
2932,X1165,m119
2933,X1004,m102
2934,X1109,m113
2935,X1128,m105
2936,X1096,m113
2937,X1045,m105
2938,X1120,m109
2939,X1186,m107
2940,X1140,m110
2941,X1158,m114
2942,X1052,m102
2943,X1147,m113
2944,X1188,m115
2945,X1078,m107
2946,X1069,m103
2947,X1044,m119
2948,X1174,m116
2949,X1118,m111
2950,X1037,m106
2951,X1024,m113
2952,X1153,m120
2953,X1002,m117
2954,X1002,m101
2955,X1116,m114
2956,X1132,m117
2957,X1004,m110
2958,X1027,m116
2959,X1197,m116
2960,X1024,m108
2961,X1186,m107
2962,X1158,m119
2963,X1150,m104
2964,X1089,m102
2965,X1018,m103
2966,X1026,m111
2967,X1130,m105
2968,X1084,m119
2969,X1020,m117
2970,X1128,m113
2971,X1098,m118
2972,X1095,m106
2973,X1187,m111
2974,X1026,m118
2975,X1036,m106
2976,X1168,m120
2977,X1051,m119
2978,X1099,m119
2979,X1012,m102
2980,X1189,m107
2981,X1139,m112
2982,X1128,m112
2983,X1011,m103
2984,X1019,m101
2985,X1162,m102
2986,X1179,m114
2987,X1112,m101
2988,X1143,m109
2989,X1153,m115
2990,X1154,m120
2991,X1073,m112
2992,X1059,m107
2993,X1013,m114
2994,X1152,m104
2995,X1151,m110
2996,X1141,m118
2997,X1151,m103
2998,X1194,m110
2999,X1196,m118
3000,X1117,m108
3001,X1179,m118
3002,X1192,m113
3003,X1175,m119
3004,X1156,m113
3005,X1012,m110
3006,X1178,m113
3007,X1084,m108
3008,X1139,m111
3009,X1144,m106
3010,X1020,m115
3011,X1078,m104
3012,X1074,m102
3013,X1115,m115
3014,X1014,m120
3015,X1134,m116
3016,X1182,m101
3017,X1038,m103
3018,X1130,m112
3019,X1163,m107
3020,X1051,m104
3021,X1130,m101
3022,X1011,m114
3023,X1001,m113
3024,X1023,m114
3025,X1161,m112
3026,X1003,m105
3027,X1136,m116
3028,X1150,m101
3029,X1060,m102
3030,X1110,m107
3031,X1190,m110
3032,X1193,m120
3033,X1010,m101
3034,X1187,m118
3035,X1051,m108
3036,X1194,m102
3037,X1025,m116
3038,X1036,m113
3039,X1114,m117
3040,X1045,m107
3041,X1058,m116
3042,X1158,m101
3043,X1154,m101
3044,X1190,m116
3045,X1057,m109
3046,X1155,m107
3047,X1090,m107
3048,X1171,m116
3049,X1102,m104
3050,X1128,m114
3051,X1138,m115
3052,X1017,m112
3053,X1053,m119
3054,X1148,m119
3055,X1095,m116
3056,X1173,m111
3057,X1179,m118
3058,X1140,m109
3059,X1143,m116
3060,X1159,m114
3061,X1052,m110
3062,X1123,m110
3063,X1141,m103
3064,X1159,m120
3065,X1137,m101
3066,X1014,m114
3067,X1126,m105
3068,X1043,m118
3069,X1178,m104
3070,X1027,m107
3071,X1035,m118
3072,X1138,m101
3073,X1191,m103
3074,X1123,m111
3075,X1059,m114
3076,X1022,m110
3077,X1071,m116
3078,X1101,m116
3079,X1013,m107
3080,X1045,m113
3081,X1029,m120
3082,X1174,m117
3083,X1065,m114
3084,X1147,m113
3085,X1079,m110
3086,X1102,m104
3087,X1032,m119
3088,X1034,m103
3089,X1145,m101
3090,X1175,m114
3091,X1028,m105
3092,X1036,m111
3093,X1007,m108
3094,X1105,m102
3095,X1012,m104
3096,X1044,m102
3097,X1187,m117
3098,X1180,m112
3099,X1042,m119
3100,X1133,m120
3101,X1111,m109
3102,X1079,m102
3103,X1112,m109
3104,X1186,m114
3105,X1074,m108
3106,X1160,m117
3107,X1037,m103
3108,X1059,m119
3109,X1112,m103
3110,X1118,m117
3111,X1141,m106
3112,X1041,m101
3113,X1147,m106
3114,X1181,m104
3115,X1145,m112
3116,X1053,m102
3117,X1075,m111
3118,X1166,m106
3119,X1136,m116
3120,X1050,m109
3121,X1137,m106
3122,X1192,m110
3123,X1110,m120
3124,X1145,m106
3125,X1160,m115
3126,X1136,m115
3127,X1123,m106
3128,X1182,m104
3129,X1122,m113
3130,X1087,m111
3131,X1173,m102
3132,X1016,m102
3133,X1136,m120
3134,X1051,m104
3135,X1020,m107
3136,X1016,m118
3137,X1013,m111
3138,X1008,m108
3139,X1161,m109
3140,X1053,m112
3141,X1015,m117
3142,X1161,m112
3143,X1104,m116
3144,X1177,m119
3145,X1193,m105
3146,X1096,m102
3147,X1183,m120
3148,X1095,m118
3149,X1036,m120
3150,X1069,m104
3151,X1076,m107
3152,X1090,m112
3153,X1047,m109
3154,X1077,m117
3155,X1166,m103
3156,X1120,m116
3157,X1109,m107
3158,X1146,m116
3159,X1034,m112
3160,X1047,m101
3161,X1027,m109
3162,X1015,m103
3163,X1145,m110
3164,X1104,m103
3165,X1183,m104
3166,X1152,m111
3167,X1179,m108
3168,X1153,m116
3169,X1097,m102
3170,X1108,m101
3171,X1179,m101
3172,X1102,m104
3173,X1185,m119
3174,X1139,m118
3175,X1113,m116
3176,X1129,m110
3177,X1067,m114
3178,X1198,m103
3179,X1045,m105
3180,X1135,m103
3181,X1140,m105
3182,X1024,m115
3183,X1167,m111
3184,X1114,m113
3185,X1169,m117
3186,X1167,m116
3187,X1032,m118
3188,X1089,m113
3189,X1127,m101
3190,X1042,m107
3191,X1118,m111
3192,X1190,m109
3193,X1029,m102
3194,X1032,m103
3195,X1199,m103
3196,X1111,m105
3197,X1200,m106
3198,X1048,m115
3199,X1156,m108
3200,X1068,m111
3201,X1102,m104
3202,X1001,m109
3203,X1116,m114
3204,X1037,m113
3205,X1085,m115
3206,X1059,m110
3207,X1169,m119
3208,X1117,m118
3209,X1088,m120
3210,X1156,m120
3211,X1189,m101
3212,X1128,m104
3213,X1124,m107
3214,X1026,m106
3215,X1053,m116
3216,X1082,m101
3217,X1046,m119
3218,X1054,m110
3219,X1102,m107
3220,X1115,m110
3221,X1177,m109
3222,X1153,m102
3223,X1124,m119
3224,X1070,m119
3225,X1058,m116
3226,X1148,m103
3227,X1041,m101
3228,X1139,m104
3229,X1071,m111
3230,X1178,m105
3231,X1084,m109
3232,X1112,m112
3233,X1195,m120
3234,X1076,m108
3235,X1071,m118
3236,X1136,m107
3237,X1015,m107
3238,X1078,m113
3239,X1061,m104
3240,X1008,m116
3241,X1071,m115
3242,X1035,m112
3243,X1123,m111
3244,X1097,m119
3245,X1021,m117
3246,X1123,m110
3247,X1199,m106
3248,X1197,m104
3249,X1135,m106
3250,X1073,m117
3251,X1154,m108
3252,X1185,m101
3253,X1091,m106
3254,X1028,m112
3255,X1135,m109
3256,X1067,m108
3257,X1086,m118
3258,X1135,m110
3259,X1009,m117
3260,X1065,m117
3261,X1028,m102
3262,X1133,m110
3263,X1085,m112
3264,X1120,m107
3265,X1034,m108
3266,X1198,m117
3267,X1192,m108
3268,X1113,m118
3269,X1091,m119
3270,X1095,m107
3271,X1183,m115
3272,X1100,m111
3273,X1153,m109
3274,X1053,m112
3275,X1157,m118
3276,X1076,m120
3277,X1100,m102
3278,X1134,m114
3279,X1131,m119
3280,X1023,m112
3281,X1075,m113
3282,X1002,m102
3283,X1056,m111
3284,X1143,m105
3285,X1057,m106
3286,X1079,m119
3287,X1179,m111
3288,X1082,m107
3289,X1045,m108
3290,X1186,m117
3291,X1165,m105
3292,X1170,m102
3293,X1066,m111
3294,X1109,m119
3295,X1195,m113
3296,X1048,m106
3297,X1094,m119
3298,X1190,m105
3299,X1133,m119
3300,X1179,m111
3301,X1197,m117
3302,X1054,m107
3303,X1151,m104
3304,X1125,m116
3305,X1094,m104
3306,X1089,m111
3307,X1145,m117
3308,X1016,m112
3309,X1060,m114
3310,X1148,m101
3311,X1186,m103
3312,X1113,m108
3313,X1181,m104
3314,X1182,m118
3315,X1038,m102
3316,X1195,m103
3317,X1175,m106
3318,X1037,m103
3319,X1090,m116
3320,X1184,m109
3321,X1128,m108
3322,X1010,m102
3323,X1169,m102
3324,X1008,m109
3325,X1068,m103
3326,X1181,m119
3327,X1056,m103
3328,X1016,m112
3329,X1019,m118
3330,X1121,m113
3331,X1010,m110
3332,X1137,m106
3333,X1199,m112
3334,X1013,m116
3335,X1154,m102
3336,X1110,m105
3337,X1187,m114
3338,X1009,m117
3339,X1028,m114
3340,X1186,m106
3341,X1167,m116
3342,X1145,m111
3343,X1006,m105
3344,X1145,m116
3345,X1134,m109
3346,X1070,m109
3347,X1127,m102
3348,X1155,m101
3349,X1076,m120
3350,X1154,m119
3351,X1132,m104
3352,X1048,m120
3353,X1008,m101
3354,X1019,m113
3355,X1070,m101
3356,X1127,m120
3357,X1143,m111
3358,X1171,m109
3359,X1162,m101
3360,X1122,m111
3361,X1167,m107
3362,X1189,m112
3363,X1163,m110
3364,X1114,m110
3365,X1177,m108
3366,X1170,m112
3367,X1036,m112
3368,X1164,m111
3369,X1119,m113
3370,X1158,m118
3371,X1180,m116
3372,X1177,m112
3373,X1039,m102
3374,X1037,m118
3375,X1132,m112
3376,X1122,m102
3377,X1141,m111
3378,X1199,m118
3379,X1062,m117
3380,X1004,m112
3381,X1168,m108
3382,X1057,m110
3383,X1191,m120
3384,X1001,m105
3385,X1116,m120
3386,X1175,m105
3387,X1072,m106
3388,X1137,m102
3389,X1021,m102
3390,X1121,m114
3391,X1045,m107
3392,X1123,m113
3393,X1181,m108
3394,X1002,m110
3395,X1046,m120
3396,X1075,m102
3397,X1011,m115
3398,X1156,m113
3399,X1112,m103
3400,X1101,m114
3401,X1167,m119
3402,X1042,m112
3403,X1197,m114
3404,X1031,m115
3405,X1195,m111
3406,X1190,m115
3407,X1099,m119
3408,X1188,m104
3409,X1131,m116
3410,X1157,m111
3411,X1035,m108
3412,X1061,m114
3413,X1044,m118
3414,X1189,m102
3415,X1094,m112
3416,X1021,m116
3417,X1056,m111
3418,X1063,m116
3419,X1091,m102
3420,X1077,m106
3421,X1102,m106
3422,X1005,m104
3423,X1185,m103
3424,X1002,m107
3425,X1074,m109
3426,X1094,m114
3427,X1135,m111
3428,X1183,m112
3429,X1138,m113
3430,X1059,m106
3431,X1053,m114
3432,X1054,m109
3433,X1127,m106
3434,X1145,m116
3435,X1162,m115
3436,X1036,m119
3437,X1116,m112
3438,X1081,m117
3439,X1072,m116
3440,X1061,m108
3441,X1105,m120
3442,X1188,m110
3443,X1167,m106
3444,X1039,m112
3445,X1117,m116
3446,X1019,m103
3447,X1006,m105
3448,X1052,m118
3449,X1074,m114
3450,X1087,m110
3451,X1113,m118
3452,X1045,m114
3453,X1180,m110
3454,X1028,m107
3455,X1027,m114
3456,X1012,m107
3457,X1194,m114
3458,X1140,m111
3459,X1039,m114
3460,X1185,m108
3461,X1185,m102
3462,X1027,m106
3463,X1075,m113
3464,X1088,m101
3465,X1102,m102
3466,X1130,m101
3467,X1007,m113
3468,X1053,m103
3469,X1015,m119
3470,X1072,m113
3471,X1046,m102
3472,X1124,m104
3473,X1171,m103
3474,X1197,m120
3475,X1019,m120
3476,X1168,m112
3477,X1149,m115
3478,X1031,m116
3479,X1172,m116
3480,X1135,m111
3481,X1093,m113
3482,X1144,m103
3483,X1042,m112
3484,X1010,m115
3485,X1165,m105
3486,X1193,m116
3487,X1075,m118
3488,X1044,m107
3489,X1192,m116
3490,X1186,m101
3491,X1007,m110
3492,X1058,m113
3493,X1079,m107
3494,X1009,m116
3495,X1157,m116
3496,X1174,m104
3497,X1184,m107
3498,X1021,m104
3499,X1087,m101
3500,X1022,m111
