レシートNo,日,時間,顧客ID,税抜価格,税抜単価,個数,大カテゴリ番号,大カテゴリ名,中カテゴリ番号,中カテゴリ名,小カテゴリ番号,小カテゴリ名
3960,17,15,1965,285,285,1,15,穀物類,1516,麺類,151617,乾燥パスタ
3960,17,15,1965,295,295,1,12,水産,1211,塩干加工品,121117,水産塩干し
3960,17,15,1965,325,325,1,11,農産,1113,野菜,111339,トマト
3960,17,15,1965,380,380,1,15,穀物類,1516,麺類,151620,その他ゆで麺
3961,17,16,1401,85,85,1,18,惣菜,1813,弁当,181311,パン惣菜
3961,17,16,1401,95,95,1,16,加工食品,1614,水物,161415,白滝
3961,17,16,1401,140,140,1,15,穀物類,1512,パン,151214,食パン
3961,17,16,1401,290,145,2,11,農産,1113,野菜,111355,みょうが
3961,17,16,1401,170,170,1,17,即席食品,1714,即席汁物,171411,即席スープ
3961,17,16,1401,185,185,1,11,農産,1113,野菜,111211,アスパラガス
3961,17,16,1401,460,230,2,17,即席食品,1716,冷凍食品,171615,冷凍麺
3961,17,16,1401,295,295,1,11,農産,1111,果物,111121,バナナ
3961,17,16,1401,295,295,1,12,水産,1211,塩干加工品,121117,水産塩干し
3961,17,16,1401,395,395,1,11,農産,1112,果物加工品,111132,カットフルーツ
3961,17,16,1401,485,485,1,13,畜産,1311,牛肉,131113,輸入牛
3961,17,16,1401,530,530,1,13,畜産,1311,牛肉,131113,輸入牛
3961,17,16,1401,580,580,1,13,畜産,1315,豚肉,131512,ブランド豚
3962,17,16,1626,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
3962,17,16,1626,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
3962,17,16,1626,80,80,1,12,水産,1211,塩干加工品,121128,わかめ
3962,17,16,1626,95,95,1,11,農産,1113,野菜,111379,白菜
3962,17,16,1626,190,95,2,12,水産,1211,塩干加工品,121223,その他干し物
3962,17,16,1626,95,95,1,15,穀物類,1514,粉類,151412,パン粉
3962,17,16,1626,285,95,3,16,加工食品,1618,乳製品,161816,ヨーグルト
3962,17,16,1626,135,135,1,11,農産,1113,野菜,111373,地場野菜
3962,17,16,1626,190,190,1,12,水産,1211,塩干加工品,121127,もずく
3962,17,16,1626,330,330,1,17,即席食品,1713,レトルト米飯,171311,米飯レトルト
3962,17,16,1626,330,330,1,17,即席食品,1713,レトルト米飯,171311,米飯レトルト
3962,17,16,1626,365,365,1,17,即席食品,1712,レトルト惣菜,171223,和風レトルト
3963,17,17,1320,270,90,3,20,飲料,2012,清涼飲料,201215,茶系飲料
3963,17,17,1320,95,95,1,15,穀物類,1514,粉類,151412,パン粉
3963,17,17,1320,95,95,1,16,加工食品,1616,調味料,161645,食酢
3963,17,17,1320,95,95,1,16,加工食品,1616,調味料,161645,食酢
3963,17,17,1320,95,95,1,16,加工食品,1617,漬物,161711,漬物
3963,17,17,1320,95,95,1,17,即席食品,1714,即席汁物,171413,即席味噌汁
3963,17,17,1320,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
3963,17,17,1320,95,95,1,19,菓子,1916,乾菓子,191619,豆菓子
3963,17,17,1320,150,150,1,16,加工食品,1616,調味料,161636,洋風調味料
3963,17,17,1320,205,205,1,16,加工食品,1616,調味料,161624,ソース
3963,17,17,1320,230,230,1,13,畜産,1311,牛肉,131113,輸入牛
3963,17,17,1320,260,260,1,13,畜産,1311,牛肉,131113,輸入牛
3964,17,17,1452,75,75,1,18,惣菜,1812,半惣菜,181214,中華半惣菜
3964,17,17,1452,95,95,1,16,加工食品,1614,水物,161414,納豆
3964,17,17,1452,130,130,1,16,加工食品,1613,水産加工品,161313,水産珍味
3964,17,17,1452,145,145,1,11,農産,1113,野菜,111316,かぼちゃ
3964,17,17,1452,150,150,1,11,農産,1113,野菜,111374,長芋
3964,17,17,1452,170,170,1,16,加工食品,1616,調味料,161625,中華調味料
3964,17,17,1452,245,245,1,13,畜産,1315,豚肉,131512,ブランド豚
3964,17,17,1452,285,285,1,18,惣菜,1811,惣菜,181118,洋風惣菜
3965,17,17,1844,90,90,1,16,加工食品,1614,水物,161414,納豆
3965,17,17,1844,95,95,1,11,農産,1113,野菜,111313,おくら
3965,17,17,1844,145,145,1,20,飲料,2013,乳系飲料,201311,牛乳
3965,17,17,1844,150,150,1,16,加工食品,1618,乳製品,161816,ヨーグルト
3965,17,17,1844,185,185,1,11,農産,1113,野菜,111211,アスパラガス
3965,17,17,1844,190,190,1,16,加工食品,1614,水物,161413,豆腐
3965,17,17,1844,345,345,1,13,畜産,1312,鶏肉,131211,国産鶏
3965,17,17,1844,380,380,1,20,飲料,2015,嗜好飲料,201515,紅茶
3966,17,18,1075,85,85,1,13,畜産,1311,牛肉,131112,国産牛
3966,17,18,1075,285,95,3,16,加工食品,1614,水物,161413,豆腐
3966,17,18,1075,95,95,1,16,加工食品,1617,漬物,161711,漬物
3966,17,18,1075,190,95,2,18,惣菜,1811,惣菜,181111,サラダ惣菜
3966,17,18,1075,380,95,4,18,惣菜,1811,惣菜,181117,揚物惣菜
3966,17,18,1075,285,95,3,18,惣菜,1812,半惣菜,181214,中華半惣菜
3966,17,18,1075,135,135,1,11,農産,1113,野菜,111349,ブロッコリー
3966,17,18,1075,310,155,2,16,加工食品,1616,調味料,161618,シチュールー
3966,17,18,1075,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
3966,17,18,1075,225,225,1,18,惣菜,1812,半惣菜,181215,揚物半惣菜
3966,17,18,1075,225,225,1,13,畜産,1311,牛肉,131113,輸入牛
3966,17,18,1075,240,240,1,18,惣菜,1812,半惣菜,181215,揚物半惣菜
3966,17,18,1075,530,530,1,13,畜産,1311,牛肉,131113,輸入牛
3966,17,18,1075,550,550,1,13,畜産,1312,鶏肉,131212,ブランド鶏
3967,17,18,1670,20,20,1,11,農産,1113,野菜,111356,もやし
3967,17,18,1670,95,95,1,11,農産,1113,野菜,111313,おくら
3967,17,18,1670,95,95,1,16,加工食品,1614,水物,161412,ところてん
3967,17,18,1670,95,95,1,19,菓子,1916,乾菓子,191614,スナック菓子
3967,17,18,1670,120,120,1,11,農産,1113,野菜,111373,地場野菜
3967,17,18,1670,340,170,2,20,飲料,2012,清涼飲料,201215,茶系飲料
3967,17,18,1670,190,190,1,16,加工食品,1618,乳製品,161816,ヨーグルト
3968,18,11,1668,95,95,1,11,農産,1113,野菜,111368,人参
3968,18,11,1668,100,100,1,15,穀物類,1516,麺類,151612,ゆでうどん
3968,18,11,1668,120,120,1,20,飲料,2014,野菜・果実飲料,201411,果実飲料
3968,18,11,1668,120,120,1,20,飲料,2014,野菜・果実飲料,201412,野菜飲料
3968,18,11,1668,170,170,1,20,飲料,2013,乳系飲料,201312,豆乳
3968,18,11,1668,185,185,1,20,飲料,2013,乳系飲料,201312,豆乳
3969,18,11,1002,70,70,1,11,農産,1113,野菜,111342,ニラ
3969,18,11,1002,95,95,1,11,農産,1113,野菜,111213,インゲン
3969,18,11,1002,95,95,1,11,農産,1113,野菜,111328,しょうが
3969,18,11,1002,95,95,1,15,穀物類,1516,麺類,151612,ゆでうどん
3969,18,11,1002,95,95,1,16,加工食品,1620,練物,162011,カニカマ
3969,18,11,1002,170,170,1,15,穀物類,1513,皮生地,151311,餃子皮
3969,18,11,1002,200,200,1,15,穀物類,1512,パン,151215,調理パン
3969,18,11,1002,240,240,1,13,畜産,1314,精肉類,131411,ひき肉
3969,18,11,1002,260,260,1,13,畜産,1314,精肉類,131411,ひき肉
3969,18,11,1002,355,355,1,13,畜産,1314,精肉類,131411,ひき肉
3970,18,11,1027,45,45,1,16,加工食品,1620,練物,161913,おでん種
3970,18,11,1027,45,45,1,19,菓子,1916,乾菓子,191615,チョコレート
3970,18,11,1027,90,90,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
3970,18,11,1027,95,95,1,15,穀物類,1512,パン,151213,菓子パン
3970,18,11,1027,95,95,1,16,加工食品,1620,練物,161913,おでん種
3971,18,11,1199,85,85,1,12,水産,1211,塩干加工品,121128,わかめ
3971,18,11,1199,90,90,1,11,農産,1113,野菜,111338,とうもろこし
3971,18,11,1199,95,95,1,11,農産,1113,野菜,111313,おくら
3971,18,11,1199,95,95,1,11,農産,1113,野菜,111324,さやえんどう
3971,18,11,1199,95,95,1,11,農産,1113,野菜,111374,長芋
3971,18,11,1199,95,95,1,12,水産,1211,塩干加工品,121115,しらす
3971,18,11,1199,95,95,1,15,穀物類,1512,パン,151213,菓子パン
3971,18,11,1199,95,95,1,16,加工食品,1614,水物,161416,油揚げ
3971,18,11,1199,95,95,1,19,菓子,1912,ゼリー・プリン,191211,ゼリー
3971,18,11,1199,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
3971,18,11,1199,95,95,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
3971,18,11,1199,95,95,1,20,飲料,2015,嗜好飲料,201512,コーヒークリーム
3971,18,11,1199,120,120,1,18,惣菜,1813,弁当,181312,寿司惣菜
3971,18,11,1199,130,130,1,16,加工食品,1614,水物,161414,納豆
3971,18,11,1199,150,150,1,13,畜産,1313,精肉加工品,131312,鶏卵
3971,18,11,1199,185,185,1,13,畜産,1315,豚肉,131512,ブランド豚
3972,18,11,1151,95,95,1,18,惣菜,1813,弁当,181311,パン惣菜
3972,18,11,1151,285,95,3,18,惣菜,1813,弁当,181311,パン惣菜
3972,18,11,1151,190,95,2,11,農産,1113,野菜,111311,えのき
3972,18,11,1151,190,95,2,19,菓子,1916,乾菓子,191614,スナック菓子
3972,18,11,1151,150,150,1,11,農産,1113,野菜,111373,地場野菜
3972,18,11,1151,150,150,1,11,農産,1113,野菜,111374,長芋
3972,18,11,1151,150,150,1,16,加工食品,1614,水物,161413,豆腐
3972,18,11,1151,160,160,1,16,加工食品,1620,練物,162014,かまぼこ
3972,18,11,1151,160,160,1,16,加工食品,1620,練物,161913,おでん種
3972,18,11,1151,170,170,1,16,加工食品,1614,水物,161415,白滝
3972,18,11,1151,370,185,2,11,農産,1113,野菜,111375,長葱
3972,18,11,1151,190,190,1,11,農産,1113,野菜,111346,パセリ
3972,18,11,1151,390,195,2,11,農産,1113,野菜,111376,椎茸
3972,18,11,1151,215,215,1,13,畜産,1312,鶏肉,131212,ブランド鶏
3972,18,11,1151,235,235,1,16,加工食品,1620,練物,162016,ちくわ
3972,18,11,1151,2000,1000,2,13,畜産,1311,牛肉,131112,国産牛
3973,18,11,1731,190,95,2,20,飲料,2012,清涼飲料,201214,炭酸飲料
3973,18,11,1731,95,95,1,11,農産,1111,果物,111121,バナナ
3973,18,11,1731,130,130,1,16,加工食品,1614,水物,161414,納豆
3973,18,11,1731,150,150,1,16,加工食品,1614,水物,161413,豆腐
3973,18,11,1731,190,190,1,16,加工食品,1611,その他日配食品,161113,佃煮
3973,18,11,1731,190,190,1,18,惣菜,1811,惣菜,181119,和風惣菜
3973,18,11,1731,245,245,1,17,即席食品,1712,レトルト惣菜,171223,和風レトルト
3973,18,11,1731,285,285,1,18,惣菜,1813,弁当,181314,弁当
3973,18,11,1731,295,295,1,19,菓子,1916,乾菓子,191620,米菓
3973,18,11,1731,460,460,1,18,惣菜,1813,弁当,181312,寿司惣菜
3973,18,11,1731,600,600,1,12,水産,1211,塩干加工品,121117,水産塩干し
3974,18,12,1148,95,95,1,11,農産,1111,果物,111121,バナナ
3974,18,12,1148,95,95,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
3974,18,12,1148,135,135,1,11,農産,1113,野菜,111349,ブロッコリー
3974,18,12,1148,150,150,1,13,畜産,1313,精肉加工品,131312,鶏卵
3974,18,12,1148,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
3974,18,12,1148,190,190,1,16,加工食品,1616,調味料,161636,洋風調味料
3974,18,12,1148,190,190,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
3974,18,12,1148,220,220,1,11,農産,1113,野菜,111340,なす
3974,18,12,1148,220,220,1,16,加工食品,1618,乳製品,161816,ヨーグルト
3974,18,12,1148,550,550,1,13,畜産,1312,鶏肉,131212,ブランド鶏
3975,18,12,1387,95,95,1,15,穀物類,1512,パン,151212,ロールパン
3975,18,12,1387,95,95,1,15,穀物類,1512,パン,151213,菓子パン
3975,18,12,1387,95,95,1,19,菓子,1915,生菓子,191513,和風生菓子
3976,18,13,1919,90,90,1,20,飲料,2012,清涼飲料,201213,ミネラルウォーター
3976,18,13,1919,1940,1940,1,15,穀物類,1515,米,151511,うるち米
3976,18,13,1919,2110,2110,1,15,穀物類,1515,米,151511,うるち米
3976,18,13,1919,95,95,1,11,農産,1111,果物,111121,バナナ
3976,18,13,1919,125,125,1,21,酒類,2116,酒関連,211612,氷
3976,18,13,1919,140,140,1,21,酒類,2116,酒関連,211612,氷
3977,18,14,1558,285,95,3,18,惣菜,1813,弁当,181311,パン惣菜
3977,18,14,1558,95,95,1,19,菓子,1912,ゼリー・プリン,191212,プリン
3977,18,14,1558,160,160,1,13,畜産,1314,精肉類,131411,ひき肉
3977,18,14,1558,255,255,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
3977,18,14,1558,275,275,1,13,畜産,1314,精肉類,131411,ひき肉
3977,18,14,1558,320,320,1,19,菓子,1916,乾菓子,191619,豆菓子
3977,18,14,1558,345,345,1,19,菓子,1916,乾菓子,191619,豆菓子
3978,18,14,1132,95,95,1,15,穀物類,1514,粉類,151416,片栗粉
3978,18,14,1132,95,95,1,16,加工食品,1611,その他日配食品,161112,煮豆
3978,18,14,1132,95,95,1,16,加工食品,1611,その他日配食品,161112,煮豆
3978,18,14,1132,95,95,1,18,惣菜,1813,弁当,181311,パン惣菜
3978,18,14,1132,145,145,1,12,水産,1213,鮮魚,121313,いか
3978,18,14,1132,190,190,1,18,惣菜,1811,惣菜,181114,焼物惣菜
3978,18,14,1132,290,290,1,17,即席食品,1716,冷凍食品,171614,冷凍米飯
3979,18,14,1814,95,95,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
3979,18,14,1814,160,160,1,19,菓子,1912,ゼリー・プリン,191211,ゼリー
3979,18,14,1814,160,160,1,19,菓子,1912,ゼリー・プリン,191211,ゼリー
3980,18,14,1135,90,90,1,11,農産,1113,野菜,111338,とうもろこし
3980,18,14,1135,95,95,1,16,加工食品,1611,その他日配食品,161113,佃煮
3980,18,14,1135,95,95,1,16,加工食品,1620,練物,162016,ちくわ
3980,18,14,1135,95,95,1,19,菓子,1916,乾菓子,191616,ビスケット
3980,18,14,1135,95,95,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
3980,18,14,1135,100,100,1,16,加工食品,1611,その他日配食品,161112,煮豆
3981,18,15,1444,80,80,1,16,加工食品,1614,水物,161413,豆腐
3981,18,15,1444,270,90,3,19,菓子,1916,乾菓子,191620,米菓
3981,18,15,1444,95,95,1,15,穀物類,1512,パン,151215,調理パン
3981,18,15,1444,190,95,2,19,菓子,1916,乾菓子,191612,キャンディ
3981,18,15,1444,160,160,1,13,畜産,1313,精肉加工品,131313,ソーセージ
3981,18,15,1444,165,165,1,11,農産,1113,野菜,111374,長芋
3981,18,15,1444,380,190,2,18,惣菜,1811,惣菜,181114,焼物惣菜
3981,18,15,1444,275,275,1,12,水産,1212,刺身類,121217,刺身盛合せ
3981,18,15,1444,295,295,1,12,水産,1212,刺身類,121217,刺身盛合せ
3982,18,16,1934,90,90,1,20,飲料,2012,清涼飲料,201213,ミネラルウォーター
3982,18,16,1934,95,95,1,11,農産,1113,野菜,111213,インゲン
3982,18,16,1934,190,95,2,12,水産,1211,塩干加工品,121139,冷凍切身
3982,18,16,1934,95,95,1,16,加工食品,1616,調味料,161630,ふりかけ
3982,18,16,1934,95,95,1,16,加工食品,1620,練物,162016,ちくわ
3982,18,16,1934,130,130,1,15,穀物類,1512,パン,151212,ロールパン
3982,18,16,1934,135,135,1,11,農産,1113,野菜,111349,ブロッコリー
3982,18,16,1934,280,140,2,20,飲料,2013,乳系飲料,201311,牛乳
3982,18,16,1934,185,185,1,11,農産,1113,野菜,111331,セロリ
3982,18,16,1934,190,190,1,12,水産,1213,鮮魚,121335,その他鮮魚
3982,18,16,1934,190,190,1,12,水産,1211,塩干加工品,121117,水産塩干し
3982,18,16,1934,225,225,1,13,畜産,1313,精肉加工品,131312,鶏卵
3983,18,16,1202,80,80,1,20,飲料,2012,清涼飲料,201215,茶系飲料
3983,18,16,1202,85,85,1,20,飲料,2014,野菜・果実飲料,201411,果実飲料
3983,18,16,1202,90,90,1,20,飲料,2012,清涼飲料,201215,茶系飲料
3983,18,16,1202,95,95,1,11,農産,1113,野菜,111337,チンゲン菜
3983,18,16,1202,145,145,1,11,農産,1113,野菜,111351,ホウレン草
3983,18,16,1202,205,205,1,19,菓子,1916,乾菓子,191621,洋風乾菓子
3983,18,16,1202,235,235,1,18,惣菜,1813,弁当,181311,パン惣菜
3983,18,16,1202,270,270,1,17,即席食品,1712,レトルト惣菜,171215,レトルトチキン
3983,18,16,1202,285,285,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
3983,18,16,1202,315,315,1,13,畜産,1315,豚肉,131512,ブランド豚
3983,18,16,1202,395,395,1,12,水産,1212,刺身類,121144,その他刺身
3983,18,16,1202,470,470,1,12,水産,1213,鮮魚,121316,かじき
3983,18,16,1202,535,535,1,12,水産,1213,鮮魚,121316,かじき
3984,18,16,1118,180,90,2,11,農産,1113,野菜,111338,とうもろこし
3984,18,16,1118,95,95,1,12,水産,1211,塩干加工品,121115,しらす
3984,18,16,1118,95,95,1,12,水産,1211,塩干加工品,121129,昆布
3984,18,16,1118,190,95,2,18,惣菜,1812,半惣菜,181214,中華半惣菜
3984,18,16,1118,135,135,1,11,農産,1113,野菜,111349,ブロッコリー
3984,18,16,1118,140,140,1,15,穀物類,1512,パン,151214,食パン
3984,18,16,1118,150,150,1,20,飲料,2013,乳系飲料,201311,牛乳
3984,18,16,1118,500,500,1,11,農産,1111,果物,111118,さくらんぼ
3985,18,16,1998,95,95,1,11,農産,1111,果物,111116,キウイフルーツ
3985,18,16,1998,285,285,1,16,加工食品,1618,乳製品,161813,チーズ
3986,18,17,1867,90,90,1,20,飲料,2012,清涼飲料,201211,スポーツ飲料
3986,18,17,1867,210,210,1,17,即席食品,1712,レトルト惣菜,171220,レトルト茶碗蒸し
3986,18,17,1867,295,295,1,11,農産,1111,果物,111121,バナナ
3986,18,17,1867,460,460,1,18,惣菜,1813,弁当,181312,寿司惣菜
3987,18,17,1498,30,30,1,19,菓子,1916,乾菓子,191614,スナック菓子
3987,18,17,1498,185,185,1,18,惣菜,1811,惣菜,181112,スナック惣菜
3987,18,17,1498,280,280,1,13,畜産,1312,鶏肉,131211,国産鶏
3987,18,17,1498,295,295,1,12,水産,1212,刺身類,121144,その他刺身
3987,18,17,1498,85,85,1,15,穀物類,1512,パン,151215,調理パン
3987,18,17,1498,320,160,2,15,穀物類,1513,皮生地,151311,餃子皮
3987,18,17,1498,1235,1235,1,21,酒類,2117,焼酎,211712,甲類焼酎
3988,18,17,1643,210,210,1,16,加工食品,1620,練物,162016,ちくわ
3988,18,17,1643,450,450,1,16,加工食品,1616,調味料,161646,食用油
3989,18,17,1361,120,120,1,19,菓子,1916,乾菓子,191614,スナック菓子
3989,18,17,1361,140,140,1,11,農産,1114,野菜加工品,111414,豆類水煮
3989,18,17,1361,150,150,1,16,加工食品,1619,農産加工品,161912,トマト加工品
3989,18,17,1361,150,150,1,16,加工食品,1619,農産加工品,161912,トマト加工品
3990,18,17,1879,260,260,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
3990,18,17,1879,265,265,1,13,畜産,1313,精肉加工品,131313,ソーセージ
3990,18,17,1879,1680,840,2,18,惣菜,1813,弁当,181312,寿司惣菜
3991,18,18,1662,95,95,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
3991,18,18,1662,95,95,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
3991,18,18,1662,95,95,1,19,菓子,1916,乾菓子,191612,キャンディ
3991,18,18,1662,600,120,5,18,惣菜,1811,惣菜,181114,焼物惣菜
3991,18,18,1662,120,120,1,18,惣菜,1813,弁当,181312,寿司惣菜
3991,18,18,1662,280,140,2,18,惣菜,1811,惣菜,181117,揚物惣菜
3991,18,18,1662,185,185,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
3991,18,18,1662,205,205,1,16,加工食品,1618,乳製品,161813,チーズ
3991,18,18,1662,255,255,1,13,畜産,1313,精肉加工品,131313,ソーセージ
3991,18,18,1662,380,380,1,18,惣菜,1813,弁当,181312,寿司惣菜
3992,18,18,1302,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
3992,18,18,1302,75,75,1,11,農産,1113,野菜,111361,レタス
3992,18,18,1302,95,95,1,11,農産,1113,野菜,111368,人参
3992,18,18,1302,95,95,1,15,穀物類,1512,パン,151212,ロールパン
3992,18,18,1302,95,95,1,15,穀物類,1516,麺類,151611,むし焼そば
3992,18,18,1302,95,95,1,18,惣菜,1812,半惣菜,181214,中華半惣菜
3992,18,18,1302,95,95,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
3992,18,18,1302,100,100,1,15,穀物類,1512,パン,151213,菓子パン
3992,18,18,1302,155,155,1,11,農産,1113,野菜,111319,キュウリ
3992,18,18,1302,165,165,1,11,農産,1111,果物,111112,アメリカンチェリー
3992,18,18,1302,190,190,1,12,水産,1211,塩干加工品,121117,水産塩干し
3993,18,18,1847,285,95,3,18,惣菜,1811,惣菜,181117,揚物惣菜
3993,18,18,1847,120,120,1,15,穀物類,1512,パン,151213,菓子パン
3993,18,18,1847,120,120,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3993,18,18,1847,120,120,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3993,18,18,1847,150,150,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3993,18,18,1847,370,370,1,15,穀物類,1516,麺類,151618,乾燥素麺
3994,18,18,1864,75,75,1,19,菓子,1915,生菓子,191512,洋風生菓子
3994,18,18,1864,75,75,1,19,菓子,1915,生菓子,191512,洋風生菓子
3994,18,18,1864,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
3994,18,18,1864,95,95,1,17,即席食品,1715,即席麺,171511,カップ麺
3994,18,18,1864,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
3994,18,18,1864,760,95,8,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
3994,18,18,1864,110,110,1,17,即席食品,1715,即席麺,171511,カップ麺
3994,18,18,1864,200,200,1,16,加工食品,1616,調味料,161636,洋風調味料
3994,18,18,1864,225,225,1,18,惣菜,1813,弁当,181311,パン惣菜
3994,18,18,1864,330,330,1,16,加工食品,1616,調味料,161640,塩
3994,18,18,1864,400,400,1,16,加工食品,1613,水産加工品,161312,フレーク
3994,18,18,1864,935,935,1,21,酒類,2115,ワイン,211513,輸入ワイン
3994,18,18,1864,1880,1880,1,15,穀物類,1515,米,151511,うるち米
3995,18,18,1889,90,90,1,11,農産,1113,野菜,111370,青葱
3995,18,18,1889,95,95,1,16,加工食品,1617,漬物,161711,漬物
3995,18,18,1889,95,95,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
3995,18,18,1889,95,95,1,16,加工食品,1616,調味料,161660,その他調味料
3995,18,18,1889,140,140,1,15,穀物類,1512,パン,151214,食パン
3995,18,18,1889,150,150,1,13,畜産,1313,精肉加工品,131312,鶏卵
3995,18,18,1889,205,205,1,15,穀物類,1517,餅,151711,包装餅
3995,18,18,1889,340,340,1,12,水産,1211,塩干加工品,121124,ボイルたこ
3996,18,18,1330,300,100,3,18,惣菜,1811,惣菜,181117,揚物惣菜
3996,18,18,1330,265,265,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3996,18,18,1330,285,285,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
3997,18,18,1735,85,85,1,19,菓子,1916,乾菓子,191615,チョコレート
3997,18,18,1735,95,95,1,11,農産,1113,野菜,111379,白菜
3997,18,18,1735,380,190,2,18,惣菜,1811,惣菜,181111,サラダ惣菜
3997,18,18,1735,195,195,1,11,農産,1113,野菜,111376,椎茸
3997,18,18,1735,240,240,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
3997,18,18,1735,265,265,1,13,畜産,1313,精肉加工品,131312,鶏卵
3997,18,18,1735,330,330,1,16,加工食品,1616,調味料,161652,鍋つゆ
3997,18,18,1735,800,800,1,13,畜産,1311,牛肉,131112,国産牛
3997,18,18,1735,800,800,1,13,畜産,1311,牛肉,131112,国産牛
3998,18,19,1589,20,20,1,11,農産,1113,野菜,111356,もやし
3998,18,19,1589,80,80,1,11,農産,1113,野菜,111318,キャベツ
3998,18,19,1589,95,95,1,11,農産,1113,野菜,111367,小松菜
3998,18,19,1589,95,95,1,14,乾物類,1414,農産乾物,141417,切干大根
3998,18,19,1589,95,95,1,15,穀物類,1512,パン,151215,調理パン
3998,18,19,1589,95,95,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
3998,18,19,1589,95,95,1,19,菓子,1915,生菓子,191513,和風生菓子
3998,18,19,1589,95,95,1,19,菓子,1916,乾菓子,191614,スナック菓子
3998,18,19,1589,95,95,1,19,菓子,1916,乾菓子,191614,スナック菓子
3998,18,19,1589,95,95,1,19,菓子,1916,乾菓子,191616,ビスケット
3998,18,19,1589,105,105,1,15,穀物類,1512,パン,151215,調理パン
3998,18,19,1589,120,120,1,17,即席食品,1715,即席麺,171511,カップ麺
3998,18,19,1589,230,230,1,17,即席食品,1715,即席麺,171512,袋麺
3998,18,19,1589,230,230,1,17,即席食品,1712,レトルト惣菜,171215,レトルトチキン
3998,18,19,1589,255,255,1,13,畜産,1313,精肉加工品,131311,味付け肉
3998,18,19,1589,280,280,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3998,18,19,1589,285,285,1,18,惣菜,1811,惣菜,181117,揚物惣菜
3998,18,19,1589,440,440,1,13,畜産,1315,豚肉,131512,ブランド豚
3999,18,19,1259,75,75,1,15,穀物類,1512,パン,151213,菓子パン
3999,18,19,1259,95,95,1,11,農産,1111,果物,111121,バナナ
3999,18,19,1259,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
3999,18,19,1259,120,120,1,15,穀物類,1512,パン,151213,菓子パン
3999,18,19,1259,120,120,1,15,穀物類,1512,パン,151213,菓子パン
3999,18,19,1259,120,120,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
3999,18,19,1259,140,140,1,13,畜産,1313,精肉加工品,131313,ソーセージ
3999,18,19,1259,150,150,1,19,菓子,1916,乾菓子,191620,米菓
3999,18,19,1259,255,255,1,16,加工食品,1616,調味料,161660,その他調味料
4000,18,19,1818,150,50,3,11,農産,1113,野菜,111339,トマト
4000,18,19,1818,210,70,3,20,飲料,2012,清涼飲料,201214,炭酸飲料
4000,18,19,1818,160,160,1,16,加工食品,1614,水物,161413,豆腐
4000,18,19,1818,195,195,1,15,穀物類,1516,麺類,151619,生ラーメン
4000,18,19,1818,195,195,1,15,穀物類,1516,麺類,151619,生ラーメン
4001,18,19,1920,65,65,1,15,穀物類,1512,パン,151215,調理パン
4001,18,19,1920,65,65,1,18,惣菜,1813,弁当,181311,パン惣菜
4001,18,19,1920,90,90,1,11,農産,1113,野菜,111371,大根
4001,18,19,1920,95,95,1,18,惣菜,1813,弁当,181311,パン惣菜
4001,18,19,1920,190,95,2,12,水産,1211,塩干加工品,121223,その他干し物
4001,18,19,1920,95,95,1,11,農産,1111,果物,111121,バナナ
4001,18,19,1920,95,95,1,11,農産,1113,野菜,111337,チンゲン菜
4001,18,19,1920,100,100,1,16,加工食品,1614,水物,161413,豆腐
4001,18,19,1920,135,135,1,11,農産,1113,野菜,111349,ブロッコリー
4001,18,19,1920,140,140,1,11,農産,1113,野菜,111354,ミニトマト
