Invoice,Item
3219,X1050,112
3220,X1060,129
3221,X1185,122
3222,X1030,124
3223,X1240,102
3224,X1057,120
3225,X1246,108
3226,X1140,113
3227,X1093,127
3228,X1037,108
3229,X1159,118
3230,X1091,124
3231,X1124,117
3232,X1040,103
3233,X1017,115
3234,X1220,108
3235,X1030,126
3236,X1188,111
3237,X1162,127
3238,X1210,128
3239,X1100,124
3240,X1128,129
3241,X1153,104
3242,X1081,108
3243,X1109,129
3244,X1037,117
3245,X1027,123
3246,X1061,121
3247,X1197,116
3248,X1114,126
3249,X1007,104
3250,X1052,113
3251,X1221,116
3252,X1148,102
3253,X1183,117
3254,X1247,106
3255,X1154,124
3256,X1212,124
3257,X1126,124
3258,X1237,130
3259,X1167,110
3260,X1154,118
3261,X1184,124
3262,X1138,128
3263,X1170,119
3264,X1067,103
3265,X1034,125
3266,X1075,107
3267,X1224,111
3268,X1179,108
3269,X1079,123
3270,X1136,120
3271,X1155,110
3272,X1145,109
3273,X1120,127
3274,X1014,126
3275,X1058,116
3276,X1048,122
3277,X1048,122
3278,X1012,124
3279,X1230,119
3280,X1140,127
3281,X1043,108
3282,X1170,127
3283,X1160,102
3284,X1133,110
3285,X1045,127
3286,X1164,112
3287,X1184,124
3288,X1191,105
3289,X1171,122
3290,X1011,112
3291,X1105,122
3292,X1158,104
3293,X1026,128
3294,X1163,114
3295,X1131,105
3296,X1068,128
3297,X1058,118
3298,X1067,115
3299,X1088,127
3300,X1114,102
3301,X1189,115
3302,X1129,102
3303,X1176,110
3304,X1123,116
3305,X1156,114
3306,X1153,130
3307,X1050,105
3308,X1130,109
3309,X1205,124
3310,X1171,109
3311,X1110,104
3312,X1164,120
3313,X1240,103
3314,X1154,109
3315,X1182,104
3316,X1235,114
3317,X1006,103
3318,X1188,108
3319,X1244,128
3320,X1041,102
3321,X1118,122
3322,X1173,106
3323,X1027,108
3324,X1068,122
3325,X1178,107
3326,X1099,119
3327,X1168,107
3328,X1155,130
3329,X1104,105
3330,X1075,121
3331,X1210,123
3332,X1144,124
3333,X1212,130
3334,X1008,125
3335,X1063,107
3336,X1020,113
3337,X1100,113
3338,X1218,125
3339,X1240,122
3340,X1086,111
3341,X1110,130
3342,X1230,120
3343,X1250,101
3344,X1228,112
3345,X1117,121
3346,X1053,108
3347,X1166,107
3348,X1105,113
3349,X1246,109
3350,X1100,102
3351,X1100,129
3352,X1215,116
3353,X1041,104
3354,X1230,114
3355,X1157,119
3356,X1144,117
3357,X1085,106
3358,X1147,125
3359,X1113,104
3360,X1206,116
3361,X1063,122
3362,X1132,118
3363,X1148,111
3364,X1191,104
3365,X1238,108
3366,X1035,122
3367,X1229,116
3368,X1218,121
3369,X1182,110
3370,X1086,124
3371,X1165,101
3372,X1065,104
3373,X1030,121
3374,X1217,125
3375,X1159,125
3376,X1040,104
3377,X1122,118
3378,X1048,122
3379,X1246,102
3380,X1088,112
3381,X1135,130
3382,X1008,114
3383,X1224,119
3384,X1010,101
3385,X1115,122
3386,X1233,119
3387,X1025,118
3388,X1119,107
3389,X1234,116
3390,X1180,112
3391,X1229,114
3392,X1167,115
3393,X1050,108
3394,X1139,116
3395,X1098,108
3396,X1211,111
3397,X1171,114
3398,X1151,103
3399,X1122,124
3400,X1068,106
3401,X1093,116
3402,X1158,114
3403,X1202,120
3404,X1240,110
3405,X1130,111
3406,X1205,107
3407,X1128,120
3408,X1187,123
3409,X1194,117
3410,X1063,108
3411,X1242,106
3412,X1204,109
3413,X1077,108
3414,X1161,107
3415,X1162,105
3416,X1148,114
3417,X1215,129
3418,X1167,106
3419,X1147,111
3420,X1129,102
3421,X1232,102
3422,X1115,103
3423,X1191,130
3424,X1178,103
3425,X1052,122
3426,X1242,120
3427,X1069,110
3428,X1185,104
3429,X1155,106
3430,X1194,104
3431,X1091,127
3432,X1196,117
3433,X1173,105
3434,X1069,120
3435,X1069,123
3436,X1055,125
3437,X1122,113
3438,X1181,117
3439,X1176,102
3440,X1094,128
3441,X1005,111
3442,X1004,116
3443,X1100,121
3444,X1203,125
3445,X1234,115
3446,X1075,118
3447,X1231,114
3448,X1133,113
3449,X1129,113
3450,X1184,120
3451,X1237,125
3452,X1205,117
3453,X1147,104
3454,X1072,113
3455,X1169,118
3456,X1121,105
3457,X1242,103
3458,X1191,105
3459,X1044,106
3460,X1135,102
3461,X1007,109
3462,X1147,113
3463,X1032,106
3464,X1163,103
3465,X1202,102
3466,X1205,124
3467,X1187,111
3468,X1088,123
3469,X1031,117
3470,X1132,124
3471,X1181,129
3472,X1005,105
3473,X1205,129
3474,X1187,119
3475,X1152,111
3476,X1065,115
3477,X1224,122
3478,X1151,129
3479,X1151,119
3480,X1018,111
3481,X1231,103
3482,X1007,115
3483,X1178,116
3484,X1009,110
3485,X1091,127
3486,X1036,129
3487,X1173,125
3488,X1245,114
3489,X1203,124
3490,X1174,130
3491,X1209,122
3492,X1166,116
3493,X1105,106
3494,X1200,126
3495,X1131,124
3496,X1128,104
3497,X1152,118
3498,X1079,119
3499,X1145,130
3500,X1088,110
