,Receipt No.,Date,Time,Customer ID,Price before tax,Unit price before tax,Number,Category No.,Category name,Subcategory No.,Subcategory,Subsubcategory No.,Subsubcategory,Subsubcategory_ID
22433,2206,10,12,1256,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22434,2206,10,12,1256,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
22435,2206,10,12,1256,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
22438,2206,10,12,1256,140,140,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22445,2206,10,12,1256,1030,1030,1,21,Liquor,2113,Beer,211311,Beer,22
22660,2224,10,15,1002,880,880,1,21,Liquor,2118,Sake,211811,Refined sake,364
22717,2228,10,16,1086,650,650,1,21,Liquor,2114,Liqueur,211413,Liqueur,221
22730,2230,10,16,1962,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
22731,2230,10,16,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
22814,2239,10,18,1775,230,115,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22834,2241,10,18,1799,345,115,3,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
22845,2242,10,18,1590,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
22858,2243,10,18,1898,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
22877,2244,10,18,1982,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
22883,2245,10,18,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22885,2245,10,18,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22961,2255,10,10,1470,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
23117,2269,10,12,1139,650,650,1,21,Liquor,2113,Beer,211312,New genre,252
23305,2288,10,16,1995,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
23435,2302,10,17,1020,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
23436,2302,10,17,1020,100,100,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
23590,2321,11,14,1438,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
23701,2331,11,15,1372,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
23741,2335,11,17,1210,200,100,2,21,Liquor,2113,Beer,211312,New genre,252
23811,2341,11,19,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
23814,2341,11,19,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24050,2361,11,11,1563,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
24059,2361,11,11,1563,1380,1380,1,21,Liquor,2113,Beer,211311,Beer,22
24204,2374,11,12,1106,840,105,8,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24205,2374,11,12,1106,420,105,4,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24220,2376,11,13,1481,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24281,2383,11,15,1790,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24282,2383,11,15,1790,125,125,1,21,Liquor,2113,Beer,211312,New genre,252
24352,2391,11,16,1995,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
24353,2391,11,16,1995,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
24385,2395,11,17,1687,230,115,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24386,2395,11,17,1687,120,120,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24396,2396,11,18,1571,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
24456,2400,11,19,1792,650,650,1,21,Liquor,2113,Beer,211312,New genre,252
24461,2402,11,19,1146,800,800,1,21,Liquor,2115,Wine,211513,Imported wine,181
24467,2404,11,19,1937,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
24549,2413,11,11,1202,570,190,3,21,Liquor,2113,Beer,211311,Beer,22
24673,2426,11,14,1359,300,300,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
24721,2431,11,15,1846,300,300,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
24819,2440,11,16,1962,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
24822,2440,11,16,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
24879,2446,11,17,1762,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25173,2472,11,21,1433,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25174,2472,11,21,1433,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25181,2473,11,21,1074,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
25182,2473,11,21,1074,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
25209,2478,11,10,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25210,2478,11,10,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
25215,2478,11,10,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
25366,2495,11,17,1649,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
25367,2495,11,17,1649,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
25370,2495,11,17,1649,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
25371,2495,11,17,1649,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
25382,2496,11,17,1865,115,115,1,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
25429,2500,11,18,1945,645,645,1,21,Liquor,2113,Beer,211312,New genre,252
25434,2501,11,18,1616,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
25435,2501,11,18,1616,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
25469,2505,11,19,1327,1150,1150,1,21,Liquor,2119,Wines and spirits,211911,Whisky,450
25489,2507,11,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
25585,2521,11,16,1987,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25586,2521,11,16,1987,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
25696,2529,11,17,1620,1200,1200,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
25719,2532,12,12,1907,130,130,1,21,Liquor,2113,Beer,211313,Low-malt beer,226
25721,2532,12,12,1907,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
25726,2532,12,12,1907,200,200,1,21,Liquor,2113,Beer,211313,Low-malt beer,226
25751,2533,12,12,1090,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
25828,2543,12,16,1438,105,105,1,21,Liquor,2113,Beer,211312,New genre,252
25829,2543,12,16,1438,130,130,1,21,Liquor,2114,Liqueur,211414,Plum wine,337
25830,2543,12,16,1438,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
25839,2544,12,16,1478,2400,1200,2,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
25857,2548,12,17,1879,630,630,1,21,Liquor,2115,Wine,211513,Imported wine,181
25927,2557,12,19,1715,190,190,1,21,Liquor,2118,Sake,211811,Refined sake,364
25955,2561,12,20,1360,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
25988,2564,12,20,1848,100,100,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
26011,2567,12,10,1470,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
26015,2567,12,10,1470,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
26266,2601,12,14,1937,85,85,1,21,Liquor,2113,Beer,211312,New genre,252
26269,2601,12,14,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26273,2601,12,14,1937,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
26456,2622,12,18,1881,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
26463,2623,12,19,1969,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26486,2625,12,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
26487,2625,12,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
26523,2629,12,19,1367,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
26532,2630,12,19,1628,1200,1200,1,21,Liquor,2113,Beer,211311,Beer,22
26546,2633,12,20,1103,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26548,2633,12,20,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26566,2637,12,20,1014,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
26569,2637,12,20,1014,265,265,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
26609,2642,12,21,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26610,2642,12,21,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26611,2642,12,21,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26612,2642,12,21,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26642,2647,12,11,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
26645,2647,12,11,1388,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26650,2647,12,11,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
26874,2672,12,17,1206,110,110,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26876,2672,12,17,1206,450,150,3,21,Liquor,2113,Beer,211312,New genre,252
26897,2675,12,18,1995,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
26907,2677,12,18,1718,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
26966,2688,12,19,1007,755,755,1,21,Liquor,2115,Wine,211512,Japanese wine,208
26971,2689,12,19,1860,185,185,1,21,Liquor,2113,Beer,211311,Beer,22
26972,2689,12,19,1860,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
27018,2696,12,14,1708,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27021,2696,12,14,1708,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
27116,2707,12,16,1228,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
27150,2712,12,17,1020,100,100,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
27256,2722,12,18,1571,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
27301,2727,13,12,1165,420,140,3,21,Liquor,2113,Beer,211312,New genre,252
27337,2733,13,14,1002,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
27400,2741,13,16,1704,260,130,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
27411,2741,13,16,1704,695,695,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
27412,2741,13,16,1704,905,905,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
27465,2747,13,18,1815,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27469,2747,13,18,1815,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27486,2748,13,18,1449,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
27500,2750,13,18,1694,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
27526,2755,13,19,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27527,2755,13,19,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27585,2763,13,20,1432,85,85,1,21,Liquor,2113,Beer,211312,New genre,252
27599,2764,13,20,1875,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
27663,2770,13,9,1299,1155,1155,1,21,Liquor,2119,Wines and spirits,211911,Whisky,450
27667,2771,13,9,1908,665,665,1,21,Liquor,2118,Sake,211812,OthersSake,309
27724,2776,13,11,1962,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
27728,2776,13,11,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
27732,2777,13,11,1467,1290,645,2,21,Liquor,2118,Sake,211811,Refined sake,364
27785,2781,13,11,1256,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
27786,2781,13,11,1256,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
27877,2791,13,13,1643,220,220,1,21,Liquor,2113,Beer,211311,Beer,22
28057,2810,13,16,1470,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
28108,2814,13,16,1154,180,180,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
28149,2819,13,17,1181,650,650,1,21,Liquor,2113,Beer,211312,New genre,252
28186,2823,13,13,1379,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
28255,2832,13,18,1590,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
28278,2836,13,18,1521,1045,1045,1,21,Liquor,2113,Beer,211313,Low-malt beer,226
28285,2838,13,19,1717,1380,1380,1,21,Liquor,2113,Beer,211311,Beer,22
28308,2840,13,19,1438,105,105,1,21,Liquor,2113,Beer,211312,New genre,252
28309,2840,13,19,1438,145,145,1,21,Liquor,2113,Beer,211312,New genre,252
28324,2842,13,14,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28334,2842,13,14,1937,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
28335,2842,13,14,1937,180,180,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28349,2846,13,20,1914,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28353,2846,13,20,1914,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
28419,2855,13,11,1700,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
28429,2856,13,11,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28432,2856,13,11,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
28443,2856,13,11,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
28539,2869,13,17,1995,570,190,3,21,Liquor,2113,Beer,211311,Beer,22
28584,2871,13,18,1854,1890,945,2,21,Liquor,2115,Wine,211511,Sparkling wine,414
28658,2876,13,18,1886,1045,1045,1,21,Liquor,2113,Beer,211311,Beer,22
28742,2883,13,19,1327,1150,1150,1,21,Liquor,2119,Wines and spirits,211911,Whisky,450
28750,2884,13,19,1600,1300,650,2,21,Liquor,2113,Beer,211312,New genre,252
28770,2886,13,20,1505,280,140,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28780,2887,13,20,1370,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28781,2887,13,20,1370,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28782,2887,13,20,1370,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28783,2887,13,20,1370,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28844,2893,13,20,1603,175,175,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28845,2893,13,20,1603,900,900,1,21,Liquor,2115,Wine,211513,Imported wine,181
28863,2898,13,21,1435,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
28964,2909,13,13,1464,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
28996,2914,13,14,1106,840,105,8,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29012,2915,13,14,1069,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
29041,2920,13,14,1420,570,190,3,21,Liquor,2113,Beer,211311,Beer,22
29063,2922,13,15,1507,105,105,1,21,Liquor,2113,Beer,211311,Beer,22
29064,2922,13,15,1507,130,130,1,21,Liquor,2114,Liqueur,211414,Plum wine,337
29093,2926,13,16,1746,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29094,2926,13,16,1746,1485,1485,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
29181,2937,13,17,1020,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29258,2943,13,19,1898,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
29322,2948,13,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
29324,2948,13,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
29328,2949,13,19,1090,175,175,1,21,Liquor,2113,Beer,211311,Beer,22
29353,2952,13,11,1489,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
29355,2952,13,11,1489,260,130,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
29398,2956,13,12,1481,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29402,2956,13,12,1481,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29449,2960,13,13,1056,855,855,1,21,Liquor,2115,Wine,211512,Japanese wine,208
29450,2960,13,13,1056,895,895,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
29484,2963,13,14,1708,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
29537,2968,13,15,1497,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
29538,2968,13,15,1497,150,150,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29583,2973,13,15,1452,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
29769,2994,14,16,1406,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
29797,2995,14,16,1583,190,190,1,21,Liquor,2118,Sake,211811,Refined sake,364
29801,2995,14,16,1583,340,340,1,21,Liquor,2118,Sake,211811,Refined sake,364
29819,2997,14,17,1945,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
29887,3003,14,18,1743,1385,1385,1,21,Liquor,2113,Beer,211311,Beer,22
29906,3004,14,10,1616,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
29917,3005,14,18,1103,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29918,3005,14,18,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29923,3005,14,18,1103,160,160,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
29949,3009,14,19,1660,1045,1045,1,21,Liquor,2118,Sake,211811,Refined sake,364
30024,3015,14,20,1600,495,495,1,21,Liquor,2115,Wine,211513,Imported wine,181
30025,3015,14,20,1600,645,645,1,21,Liquor,2113,Beer,211312,New genre,252
30125,3026,14,11,1324,840,840,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
30150,3031,14,10,1379,200,100,2,21,Liquor,2113,Beer,211312,New genre,252
30151,3031,14,10,1379,175,175,1,21,Liquor,2113,Beer,211311,Beer,22
30167,3034,14,13,1174,300,150,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30260,3042,14,14,1359,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
30312,3046,14,15,1539,205,205,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30319,3047,14,15,1563,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
30365,3052,14,16,1296,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
30366,3052,14,16,1296,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30402,3055,14,16,1475,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
30451,3058,14,17,1360,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
30463,3061,14,17,1210,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
30507,3064,14,17,1766,1200,1200,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
30570,3070,14,18,1074,450,150,3,21,Liquor,2113,Beer,211312,New genre,252
30571,3070,14,18,1074,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
30581,3071,14,18,1877,175,175,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30593,3073,14,18,1023,140,140,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30607,3074,14,18,1165,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
30609,3074,14,18,1165,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
30610,3074,14,18,1165,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
30612,3074,14,18,1165,520,520,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
30621,3076,14,18,1514,165,165,1,21,Liquor,2113,Beer,211312,New genre,252
30624,3076,14,18,1514,560,560,1,21,Liquor,2115,Wine,211513,Imported wine,181
30674,3084,14,15,1934,310,155,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30675,3084,14,15,1934,180,180,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
30677,3084,14,15,1934,645,645,1,21,Liquor,2113,Beer,211312,New genre,252
30920,3103,14,13,1343,760,380,2,21,Liquor,2115,Wine,211512,Japanese wine,208
31060,3114,14,16,1962,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
31066,3114,14,16,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
31090,3116,14,17,1996,1030,1030,1,21,Liquor,2115,Wine,211513,Imported wine,181
31174,3123,14,18,1020,85,85,1,21,Liquor,2113,Beer,211312,New genre,252
31181,3123,14,18,1020,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
31259,3131,14,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
31260,3131,14,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
31292,3132,14,20,1055,235,235,1,21,Liquor,2115,Wine,211512,Japanese wine,208
31311,3134,14,20,1372,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31354,3138,14,21,1109,1480,1480,1,21,Liquor,2113,Beer,211311,Beer,22
31396,3142,14,21,1494,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31406,3142,14,21,1494,1520,1520,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
31448,3147,14,11,1464,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
31501,3154,14,12,1256,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31514,3154,14,12,1256,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
31519,3155,14,12,1388,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31524,3155,14,12,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
31531,3155,14,12,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
31549,3157,14,13,1705,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
31553,3158,14,13,1745,105,105,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31554,3158,14,13,1745,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31587,3160,14,13,1045,190,190,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31594,3161,14,13,1496,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31626,3164,14,14,1695,115,115,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
31648,3165,14,14,1754,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31649,3165,14,14,1754,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31665,3167,14,14,1154,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31666,3167,14,14,1154,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
31672,3167,14,14,1154,360,180,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
31682,3167,14,14,1154,1590,1590,1,21,Liquor,2113,Beer,211311,Beer,22
31691,3168,14,14,1914,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31692,3168,14,14,1914,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31693,3168,14,14,1914,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31694,3168,14,14,1914,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
31704,3168,14,14,1914,645,645,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
31705,3168,14,14,1914,740,740,1,21,Liquor,2115,Wine,211511,Sparkling wine,414
31706,3168,14,14,1914,980,980,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
31711,3169,14,14,1748,345,345,1,21,Liquor,2113,Beer,211311,Beer,22
31713,3169,14,14,1748,2840,2840,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
31863,3181,14,16,1559,900,900,1,21,Liquor,2115,Wine,211513,Imported wine,181
31869,3182,14,16,1731,445,445,1,21,Liquor,2114,Liqueur,211414,Plum wine,337
31927,3190,14,17,1434,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
32051,3199,14,18,1050,100,100,1,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
32070,3201,14,18,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
32072,3201,14,18,1937,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
32125,3205,14,19,1576,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
32462,3238,15,12,1300,2570,1285,2,21,Liquor,2118,Sake,211811,Refined sake,364
32652,3250,15,14,1727,1185,1185,1,21,Liquor,2113,Beer,211311,Beer,22
32659,3252,15,14,1995,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
32697,3256,15,16,1620,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
32716,3257,15,16,1565,2610,1305,2,21,Liquor,2113,Beer,211311,Beer,22
32792,3263,15,17,1863,100,100,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
32797,3263,15,17,1863,1095,1095,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
32798,3263,15,17,1863,1190,1190,1,21,Liquor,2113,Beer,211311,Beer,22
32813,3267,15,18,1483,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
32820,3268,15,18,1082,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
